,Quiescent 1h/control,Quiescent 6h/control,Quiescent 24h/control,Quiescent 96h/control,Rapamycin 1h/control,Rapamycin 6h/control,Rapamycin 24h/control,Rapamycin 96h/control,IGF 0.5h/control,IGF 1h/control,IGF 3h/control,IGF 6h/control,IGF 24h/control,Apoptosis 0.5h/control,Apoptosis 1h/control,Apoptosis 3h/control,Apoptosis 6h/control,Senescent 1h/control,Senescent 6h/control,Senescent 24h/control,Senescent 96h/control
IkB-alpha (Phospho-Ser32/36),-0.250339672,-1.70549972,-0.733358563,-1.274785919,-0.313440793,-0.89139931,-0.230916171,-0.65675245,-0.441746708,-0.589259281,-1.748295213,-1.024609888,-1.270509057,-1.285282537,-0.319817483,0.426103043,0.305678506,-1.23569554,-0.765534435,-0.690025134,-0.000561856
Src (Phospho-Tyr529),-0.54967307,0.14660969,0.216899005,0.059243151,-0.145456161,0.03554298,0.119501389,0.150382474,0.116199289,0.09533532,0.390045198,1.158915184,0.022822909,1.683073017,0.189780893,0.130102357,0.040014612,-0.085714896,0.214162123,0.307768879,0.187445793
eNOS (Phospho-Ser1177),-0.154098068,-0.293144741,-0.003773138,-0.707482258,-0.107153828,-0.315620099,0.065096687,-0.167604385,-0.359122887,0.010957627,-0.024574938,1.916959684,-0.385267563,1.198104081,1.887109363,-0.01125908,-0.291327893,-0.442341165,-0.18255188,0.031552472,-0.333928266
FKHRL1/FOXO3A (Phospho-Ser253),0.028327564,-0.173747019,0.330998989,-0.627631967,-0.23148923,-0.204462105,0.134842932,-0.192818004,0.145841302,-0.311688347,0.137011211,3.458450965,0.110736843,0.495869856,-0.193101997,0.004495306,-0.434162336,-0.530292192,-0.38047455,0.215295868,-0.144850969
VASP (Phospho-Ser238),-0.50181788,-0.113249766,0.012416499,-0.800395643,-0.252819176,-0.284872817,-0.03088776,-0.298295725,-0.323826628,-0.515637866,-0.451972541,0.202709879,-0.103775813,1.00948561,0.356231269,0.036904411,-0.031697427,-0.132974944,-0.022025663,-0.001001148,-0.008030173
Zap-70 (Phospho-Tyr319),-1.001163519,-1.001677385,-0.785754697,-0.871916485,-0.180064611,-0.98371116,-0.619536132,-0.225740232,-0.438169616,-0.511876291,-0.901792171,-1.156940642,-1.124083285,-0.850397274,-0.591304792,-0.638709413,-0.381995099,-1.415618779,-1.198794442,-0.775015463,0.692251467
Zap-70 (Phospho-Tyr493),-0.205883443,-0.222535103,-0.140689184,-0.590282427,-0.102596671,-0.429119576,-0.002201382,0.150418598,-0.111382783,-0.169013718,-0.091096211,0.130717958,-0.174445597,0.431344585,0.240270616,0.520315259,-0.012051983,-0.498355793,-0.086584203,0.071198634,-0.196272943
MEK1 (Phospho-Ser221),-0.452061202,-0.653233337,-0.129728576,0.740264569,0.04419667,-0.084616593,0.253693171,0.096858935,1.215351566,-0.330267192,-0.460845888,-0.193191486,-0.318318698,-0.016753632,0.066625168,0.651699829,-0.113373742,-0.558895594,-0.062453569,-0.032921631,0.205122349
IkB-alpha (Phospho-Tyr42),0.144617432,-0.073065358,-0.070682478,-0.56488827,-0.029462224,-0.221317006,0.053401061,-0.10823072,-0.046304957,-0.098505504,-0.210728299,0.207507749,0.104003396,0.512181395,0.206511862,0.207849091,-0.15845414,-0.42441945,0.102677485,-0.126706595,-0.099954448
STAT1 (Phospho-Ser727),-0.205381442,-0.762976095,-0.617097663,-0.863809886,-0.43248056,-0.408247903,-0.261426869,-0.368683062,-0.602605871,-0.491739752,-0.430030479,-0.075012144,-0.085608756,-0.109884076,-0.018105302,0.514294173,-0.205320879,-0.60574923,-0.432123192,-0.095461532,-0.268548038
AMPK1/AMPK2 (Phospho-Ser485/491),-0.199913209,-0.730484268,-0.372028378,-0.534268806,-0.040669351,-0.529864803,-0.152206625,-0.310426616,-0.592081848,-0.402412445,-0.46918248,-0.302682221,-0.313547717,-0.345360924,-0.118514307,0.174850354,-0.058191199,-0.549018641,-0.43346223,-0.32122377,-0.511058834
MKK4/SEK1 (Phospho-Thr261),-0.213362661,-0.929426264,-0.186405552,-0.751135479,-0.410960696,-0.679117529,-0.140297631,-0.241134202,-0.632049366,-0.538759006,-0.607241477,-0.333966339,-0.525087689,-0.118678625,-0.035089461,0.468909941,0.057835311,-0.626560466,-0.263698808,-0.12932786,-0.181916352
eEF2K (Phospho-Ser366),-0.173884018,0.045696649,0.031956696,0.714690626,0.65984673,-0.244593231,-0.367613731,-0.057904896,0.051905421,-0.09507734,0.219866721,0.156862298,-0.439416552,0.537283969,0.147105275,0.181334489,-0.057827844,-1.024902123,-0.390693221,-0.219251666,-0.119364142
Filamin A (Phospho-Ser2152),-0.155335372,-0.365879459,-0.038653263,-0.176540234,0.34975137,-0.256569583,-0.256479039,-0.311683123,-0.486670483,0.047360728,0.254689163,0.434986752,-0.623314246,0.071887515,-0.330660152,0.143336462,-0.01770793,-0.583958,0.025396901,-0.091441243,-0.182665285
c-Jun (Ab-63),-0.033282905,0.841648041,0.30181161,0.350526247,0.340403277,0.838734789,0.451966277,0.508131793,0.170713118,0.0764032,4.366272433,0.95335292,0.630989286,1.850393237,0.698412358,-0.037541315,-0.118458933,0.518432397,0.458844822,0.657387047,0.617786554
GSK3 beta (Ab-9),-0.214653559,0.453226102,0.063146737,0.553259162,0.318339777,0.505504548,0.297870452,0.277194229,0.437210973,0.07269736,0.690200532,4.560461698,0.220407907,1.802219635,0.816732822,0.121025287,-0.106349416,0.170407046,0.214885684,0.178934348,0.157217243
FLT3 (Phospho-Tyr599),-0.306032024,-0.121851618,-0.172281528,0.010889868,-0.070255871,-0.097278822,-0.205873773,-0.203050406,-0.398108843,-0.066546899,0.320805988,0.688487843,-0.36095987,0.389094744,-0.159087561,-0.055219092,-0.271120333,-0.388138422,-0.191410119,-0.135375589,-0.464550654
Elk1 (Ab-383),-0.190102982,0.221973065,-0.212821436,0.830611513,0.129042125,0.48521158,0.091403227,0.020844687,0.22461364,0.15498428,0.928643229,0.50603491,0.194013502,1.034942874,2.285162246,-0.071111123,-0.283290745,0.570109601,0.194726677,-0.015076531,-0.166687926
PDK1 (Ab-241),-0.287016934,-0.95299566,-0.473875597,-0.801870706,0.03004956,-0.713615107,-0.425862993,-0.331308016,-0.702939504,-0.863590775,-1.143179481,-1.52881765,-0.903472944,-1.080734127,-0.282807473,-0.485702377,-0.375820046,-0.803358669,-0.727684464,-0.727082653,-0.460433581
Raf1 (Ab-259),-0.813449314,-1.089890339,0.104314374,-0.067555357,-0.52289146,-0.302687819,-0.027914039,-0.182608332,-0.412106589,0.067041067,-0.325504184,-0.6306847,-0.92604866,0.208123322,-0.5988571,-0.135065928,-0.550418156,-0.970252121,0.202595346,-0.761321248,-0.700027373
GSK3 alpha (Ab-21),-0.326068748,0.657412226,0.110958365,4.00297203,-0.044115862,0.240554072,0.274231274,0.200175266,0.672336803,-0.162742402,0.443557886,0.829110861,0.159749588,1.73821641,0.840826984,-0.332449262,-0.167101988,0.517554945,0.076632409,0.466784005,0.094893433
MEK2 (Ab-394),-0.676739593,-0.672249494,1.123003487,1.313918792,-0.293660207,-0.16352511,-0.423388481,-0.397842278,-0.601322555,-0.233960121,-0.9244719,4.472034504,-0.477263526,0.582563572,-0.047802822,-0.22599915,-0.102301755,-0.480475937,-0.022247141,-0.145132957,-0.909683883
PTEN (Ab-380),-0.675542897,-0.847290491,-0.278688935,-0.986251506,-0.416312575,-0.713653008,-0.456821385,0.244076154,-0.756439616,-0.745891886,-1.000267953,0.688488085,-0.669450254,-0.357944241,-0.487148861,-0.501049215,-0.322324881,-0.50751698,-0.71901447,-0.559425008,-1.221710575
NFkB-p65 (Ab-254),-0.350777654,-0.323322978,-0.48413988,0.056644765,-0.215144127,-0.094610774,-0.525909998,-0.344276878,-0.155846438,-0.317997782,0.23728287,-0.459644752,-0.151181661,0.054524419,-0.430307092,-0.556665217,-0.548682725,-0.159350851,-0.592248635,-0.386350751,-1.035169945
NFkB-p65 (Ab-276),-0.163438383,-0.052929061,-0.210294619,0.062199634,0.081009125,-0.041309251,-0.059035454,0.092848157,0.440849365,-0.159283543,0.535938645,-0.390097202,0.021088388,0.478458197,0.107456044,0.000279444,-0.376503545,0.364032719,-0.232674485,-0.213277069,0.242984654
NFkB-p65 (Ab-435),-0.403231141,0.686945448,-0.04106092,0.50313477,0.25282107,0.781674781,0.175633295,0.124687699,0.524393562,0.2202754,1.14994396,0.282238501,0.895812848,1.690164043,0.672533584,-0.190960054,-0.343209206,1.097412458,0.345913616,0.058382435,0.257643162
NFkB-p65 (Ab-468),-0.446517699,0.390055953,-0.02691809,0.507409819,-0.120076373,0.276754069,-0.022208403,0.093959982,-0.143428899,-0.275256369,0.374789447,0.161460935,0.55916551,0.943290132,0.349392428,-0.280993468,-0.296627278,0.31927017,-0.02981097,-0.131513771,-0.229892785
NFkB-p65 (Ab-536),-0.076392485,-0.456375669,-0.271340573,0.363221572,-0.18667559,-0.276167064,-0.182433419,-0.244352704,-0.184452548,-0.256718204,-0.153694916,-0.403108408,0.055895365,-0.149217845,-0.135066655,0.195477763,-0.366700606,-0.530974888,-0.475228914,-0.465286991,-0.651419065
NFkB-p100/p52 (Ab-865),-0.124416503,-1.011124908,-0.342652912,-0.777822004,-0.029610792,-0.721391103,-0.0754724,-0.061115047,-0.353568641,-0.605025066,-1.264951849,-1.318685916,-0.823305936,-1.142542587,-0.24753118,0.026140869,-0.377278758,-1.111841773,-0.911152704,-0.741483073,-0.204343849
NFkB-p100/p52 (Ab-869),-0.176225292,-0.359137725,0.548361365,-0.168762369,0.821231322,-0.278861866,0.208669739,0.180402187,0.014966161,-0.202999374,-0.282608854,-0.166422527,-0.234447204,0.402868883,0.111369775,0.790700788,-0.059410198,-0.193514603,-0.258518843,-0.333623765,0.17562299
NFkB-p105/p50 (Ab-337),-0.516356104,-0.823145003,-0.210347421,-0.255054519,-0.497766737,-0.859781376,-0.506683247,-0.429411832,-0.541109912,-0.714019972,-1.130500221,-1.214781031,-0.904501546,-0.593047896,-0.437624804,-0.378131003,-0.536848157,-1.012788839,-0.847744797,-0.815295378,-1.259199824
LCK (Ab-393),-0.807558045,-1.074989513,-1.096997953,2.10974062,0.693997501,-0.768244926,-0.897198328,-0.6282861,0.932448869,-0.676945979,-0.555662814,-1.590927107,-1.242759149,-1.110139051,-1.070271816,-0.081568987,-0.744678201,-0.862135651,-1.019937342,-1.257436353,-1.571427238
Src (Ab-529),-0.423244624,-0.429832775,-0.066252034,0.350441036,0.565001205,-0.095787526,-0.007620744,-0.133600543,0.111227194,-0.110031525,-0.082311567,-0.658339032,-0.421704917,-0.389769451,-0.059913451,0.092210258,0.050715456,-0.403968681,-0.322358522,-0.378361214,-0.261829758
eNOS (Ab-1177),-0.350133496,-0.364488758,-0.383750699,-0.228800659,-0.11178088,-0.106786557,-0.115076657,-0.077527054,-0.266279784,-0.103463706,0.867526704,0.001955939,-0.522783831,-0.024378044,-0.208969989,0.089736264,0.109628474,-0.456218304,-0.481135971,-0.194778741,-0.552204312
FKHRL1/FOXO3A (Ab-253),0.082511263,-0.600553692,-0.548077626,0.036298632,0.141591148,-0.277616341,-0.178691716,-0.210476585,0.046947799,-0.054592055,-0.013979114,-0.676325203,-0.380224474,-0.715189589,-0.393459749,0.033079515,-0.031740579,-0.376695968,-0.645267723,-0.491521149,-0.565279746
VASP (Ab-238),-0.541726637,0.025789542,-0.224674911,-0.368899069,-0.207673491,0.285473175,-0.095416359,-0.257141121,-0.098558237,-0.091830893,0.686191446,0.279144405,-0.333276372,0.446914475,-0.184801831,-0.287061121,-0.417857069,0.018807974,-0.324154703,-0.065941317,-0.769011532
Zap-70 (Ab-319),-0.487413739,-0.914577952,-0.536617471,-0.688531011,-0.016452198,-0.524982462,0.147504504,0.043256565,-0.087759032,-0.408212759,-0.486103421,-0.576123557,-0.510338586,-0.478818018,-0.154536908,0.208069805,-0.173518956,-0.620747902,-0.602395451,-0.441293878,-0.45064789
Zap-70 (Ab-493),-0.067320578,-0.164323903,-0.152615765,0.250599981,-0.09190017,0.023023986,-0.056810182,-0.010246474,-0.006999807,0.13396274,0.9112745,0.750111527,0.077169496,1.143736513,0.428789815,0.467924721,-0.016457343,0.102677399,0.224727078,-0.051161599,-0.241652942
MEK1 (Ab-221),-0.431384601,-0.22024363,-0.289695163,-0.164751678,-0.306421842,-0.011234482,-0.319598286,-0.133041162,-0.541559967,-0.273588319,0.288321444,0.168955354,-0.101331875,0.119652665,-0.243349625,0.284783096,-0.210293098,-0.295516083,-0.262886799,-0.296320184,-0.420213376
IkB-alpha (Ab-42),-0.103666377,0.571055564,0.017471377,0.898939659,0.167563498,0.444756873,0.02893498,0.21728708,0.348544585,-0.091577316,0.756670484,0.132402915,0.058551291,0.83940975,0.656097298,0.251730989,-0.36431072,0.263600183,-0.062504051,0.265720118,0.218244525
STAT1 (Ab-727),-0.233711218,-0.517017611,-0.21685484,-0.440904867,-0.261513426,-0.232590673,-0.213154979,-0.124201193,-0.295300694,-0.346140827,0.082941997,-0.261464044,-0.145393692,0.104333877,-0.113706513,-0.081248678,-0.333841491,-0.278938929,-0.337566229,1.350941109,-0.551887343
SMC1 (Ab-957),-0.189972869,0.139969698,-0.068591963,0.587449395,-0.03639885,-0.11630583,-0.081336214,0.00390237,0.028378201,0.071905081,0.743011288,0.489209285,0.437291732,0.914285173,0.345554481,0.215871182,-0.190363918,0.205101183,0.034472398,0.3433045,-0.124420599
BCR (Ab-177),-0.050769568,0.792599402,-0.078699718,0.067086707,-0.020528935,0.41353804,0.203012224,0.066934314,5.951551906,0.146159988,0.853040781,0.079359095,0.592930806,0.949196238,0.294846248,-0.001476229,-0.166418537,0.156906228,0.108679506,0.069847865,0.061001583
MSK1 (Ab-376),0.375430703,0.524493362,0.24241965,0.41746399,-0.057978526,0.334037463,0.100471523,0.191328045,1.023725896,0.233238666,1.178901757,0.876198904,0.717503375,1.095442944,0.621387157,0.129096803,-0.183205813,0.774150508,0.197285941,0.304682554,0.130524598
Paxillin (Ab-31),-1.137588633,-0.728148151,-0.715192348,-1.509796839,1.008494191,-0.142689111,-0.067315762,-0.465734082,0.012036479,-0.516051239,-1.106890224,-1.122991263,-0.87460162,-0.796795017,-0.914989393,-0.751392518,-0.839677003,-0.286466698,-0.433430572,-0.400147946,-0.702789308
Ezrin (Ab-566),0.227363711,-0.743245777,-0.368523785,-0.408605929,-0.062037334,-0.899746462,-0.127355624,-0.163012087,-0.840057621,-0.804736124,-1.127342801,-1.152825273,-0.722107679,-0.57986381,-0.241108887,0.11838606,0.008403514,-0.619115725,-0.597701236,-0.323941683,-0.237565078
Rac1/cdc42 (Ab-71),0.151142401,-0.257523159,-0.258066978,0.215238032,0.216702501,-0.058101466,-0.200855409,-0.328013038,0.016246276,-0.041304718,0.738988697,0.17297735,0.561494893,0.336728767,-0.12581387,-0.038362729,-0.319004377,-0.145755562,-0.321930224,-0.238620244,1.067639064
Raf1 (Ab-338),-0.157855637,-0.152888693,-0.125744463,-0.445786972,-0.194258939,-0.122774289,-0.125653176,-0.384967069,-0.359992876,-0.057737237,0.187422804,0.542283965,0.220902577,0.500652823,0.19052273,0.233714538,-0.067926214,-0.179920686,-0.044707945,-0.032006181,-0.368593009
MEK1 (Ab-217),0.170994689,0.103758802,0.251675696,0.41413638,0.408319821,0.059077502,0.246510111,0.029589578,0.38566298,0.267376607,0.629350145,1.098716101,0.758774445,1.208918402,0.54157655,0.394333251,0.070701628,0.396445157,0.302086351,0.241404827,0.057816345
VASP (Ab-157),-0.597591084,-0.255801757,-0.123170028,0.467352884,0.139077926,-0.597204152,-0.739107079,-0.466850396,-0.027459179,-0.904596709,-1.102844053,-1.737931953,-1.241126825,-1.306024902,-0.689905803,-0.985397571,-0.599930699,-0.945217841,-1.089959682,-1.14352078,-1.427754435
Cyclin B1 (Phospho-Ser126),0.058321041,0.120581376,0.201057184,-0.007098813,1.231257004,-0.29303219,0.079553787,-0.038373669,-0.515649047,0.087162793,-0.038604889,1.567889365,-0.870499575,0.602749592,0.579650464,0.484128923,0.127521603,-0.135656486,0.59605372,0.456064622,-0.038807117
EEF2 (Phospho-Thr56),-0.263364683,0.675012321,0.596842874,2.713306219,0.540439291,0.413322378,0.371482921,0.011479097,2.767167213,0.689669753,1.51676984,0.654277717,-0.072341182,1.604926378,0.067756002,0.674447464,0.196857983,-0.090027966,0.121399049,0.634335958,0.27863676
HSL (Phospho-Ser554),-0.288949983,-0.185955662,-0.306754984,0.492006875,1.132344011,0.25676038,0.082842514,0.259746059,0.133991427,0.115602892,0.659155891,0.541980874,0.092816893,0.444109296,0.059025817,0.08753655,-0.20323959,-0.185304554,-0.147102262,-0.133310003,-0.405576784
Pyk2 (Phospho-Tyr881),-0.781786065,-0.437445615,-0.426253303,-0.59961871,-0.459666586,0.131554304,-0.319077682,-0.035222601,1.193967784,0.544450653,-0.262124134,0.508728341,-0.246640468,0.402088181,-0.131463342,-0.239123742,-0.46305112,-0.423441432,-0.391080639,0.17712011,-0.437964023
SRF (Phospho-Ser99),-0.509755209,-0.403674452,-0.383474537,-0.364419634,-0.306524721,-0.528723675,-0.44047418,-0.362200541,-0.344534393,-0.347938262,0.393756561,-0.309157856,-0.545504543,-0.320458945,-0.387278258,-0.258452286,-0.44223161,-0.570078644,-0.426228238,-0.364820819,-0.984949927
STAT2 (Phospho-Tyr690),-0.366921921,-0.203488337,-0.216945534,-0.299637579,-0.189354743,-0.222018704,-0.339591099,-0.376691549,-0.245167107,-0.382452712,0.101554357,0.145883089,-0.374008922,-0.072475027,-0.296726517,-0.18069864,-0.34566792,-0.562289673,-0.176122529,-0.347989753,-0.958918002
SYK (Phospho-Tyr525),-0.259333753,-0.298909796,-0.115877703,0.743290933,0.086181686,-0.00199464,-0.064136191,-0.066257648,-0.029160871,-0.145436072,0.250165588,0.654557372,-0.582703075,0.487213758,-0.112677437,-0.130588777,-0.216973583,-0.425150759,-0.287370382,-0.021525142,-0.657587261
4E-BP1 (Phospho-Ser65),-0.992155179,-0.649696132,0.80156873,-1.122875172,-0.451766221,-0.583220818,-0.616534016,-0.577537426,-1.006101857,-0.458364814,-0.256468206,0.14857349,-0.594152379,0.000745188,-0.303005482,-0.156616426,-0.267522879,-0.696703506,-0.196953241,-0.137915349,-1.433252067
4E-BP1 (Phospho-Thr70),-0.907873883,-0.316937294,1.961051354,-0.805335525,-0.485216536,-0.002361487,-0.478711424,-0.233091364,-0.417641117,-0.219492418,0.023588699,0.676250493,-0.071028056,0.591353173,-0.59879149,-0.203754172,-0.097660866,-0.37886763,-0.167790761,0.41326631,-0.476828224
Abl1 (Phospho-Tyr412),-0.364132335,0.420154938,0.021813398,0.164172093,-0.280815398,0.040486236,-0.141125347,-0.005569979,-0.228765727,0.223394,0.847882689,1.115780507,0.151269172,0.671239703,0.607218083,0.265815762,0.128662539,-0.234527305,-0.028657103,0.448628696,-0.051744603
Abl1 (Phospho-Tyr204),-0.169598309,0.499747616,-0.558996269,-0.090068641,-0.24288458,0.329395551,-0.142170859,-0.051328202,-0.272109054,0.254927623,0.449650958,0.602263121,-0.540241384,0.759290176,0.553707168,0.17944975,0.06317468,-0.042727344,-0.358813782,0.355787599,-0.398873826
ACC1 (Phospho-Ser79),1.296938022,0.045604955,-0.128808053,-0.258120954,0.094351243,0.510883712,0.131341547,-0.019844426,-0.046400797,0.865553799,0.758428727,1.536900929,1.087402859,1.528393536,0.342827858,1.047481289,-0.033787345,0.824650406,-0.017420797,0.317517979,0.294930296
AKT1 (Phospho-Thr450),0.277326462,-0.592612836,-0.356083691,-0.772650834,-0.197868841,-0.496307639,-0.145074278,-0.115993175,-0.331236117,-0.429067905,-0.262571993,-0.308676867,-0.527304013,0.324218251,-0.577505654,-0.307536795,-0.240494147,-0.810404199,-0.447805554,-0.550549382,-0.834955057
AKT1 (Phospho-Ser124),-1.237956932,-1.477320345,-0.962987761,-2.062263876,-1.034928413,-1.108287966,-0.94287685,-1.004889195,-1.452101096,-1.246261241,-0.988041144,-0.946376278,-0.962331644,-0.68264976,-1.094888113,-1.189566881,-0.843799824,-1.467772848,-0.962487712,-0.978523984,-2.130318438
AMPK beta1 (Phospho-Ser182),-1.42562738,-1.487747458,-1.38295491,-1.310723073,-0.895346346,-1.043386373,-0.775395273,-0.794784673,-1.283005935,-1.307308607,-1.058380085,-0.842127023,-1.065491876,-1.517193971,-1.424278751,-0.995498897,-1.078604087,-1.596282915,-1.348323533,-1.137590785,-2.052162754
Chk2 (Phospho-Thr387),-0.646015277,0.087625025,-0.277677721,0.082489461,-0.401996946,0.310378673,-0.322324931,-0.172502801,-0.338299746,-0.424844187,1.014590723,-0.018276784,-0.277548692,0.075825652,-0.435008967,0.185085982,-0.451012809,-0.485450429,0.026942642,0.044052296,-0.398818759
Cyclin D1 (Phospho-Thr286),-0.270797089,-0.035460431,-0.098669287,2.417177663,3.229041097,-0.011055921,0.708129365,0.361939898,-0.235204683,-0.260101615,-0.572937443,-0.326980345,3.523128362,-0.453852252,7.60511449,0.55481411,2.055638581,-0.646615741,-0.235368433,-0.183869423,0.383262902
Cyclin D3 (Phospho-Thr283),0.866370024,2.42578019,0.461799815,0.875883416,0.66348743,0.426032991,-0.003682282,0.107770455,0.073248092,0.526027629,1.509253913,1.974260473,1.460430661,0.915189403,1.434020292,1.066681415,0.294531443,0.825761953,0.930733111,0.838062872,0.570020354
DAXX (Phospho-Ser668),0.326075977,0.886509842,0.658402892,2.685192031,0.901738654,0.657311593,0.936067873,2.59542766,0.644068749,0.594083806,1.095830115,-0.096651061,-0.289846301,0.730847626,0.570007388,1.9777772,3.468056625,-0.314173952,2.246207748,0.847041514,1.101114938
CD4 (Phospho-Ser433),-0.539455194,0.356921789,-0.246676827,1.22212554,0.046367163,-0.013683703,-0.126575294,0.250915423,0.808209328,0.690391166,0.389005459,0.957628884,-0.433243447,1.521223223,0.48558947,0.854406276,0.012442177,0.334144739,0.233694781,-0.071076726,-0.203095334
CD45 (Phospho-Ser1007),-0.051304587,-0.242079974,0.073008473,0.247178757,0.430196818,-0.118670104,-0.03901456,-0.150260411,-0.330517313,-0.127516725,0.451647843,0.837490537,-0.921848722,0.041072291,-0.574436719,-0.391241305,-0.436729716,-0.472315881,-0.522795437,-0.456070063,-0.366251869
