,control,Quiescent 1h,Quiescent 6h,Quiescent 24h,Quiescent 96h,Rapamycin 1h,Rapamycin 6h,Rapamycin 24h,Rapamycin 96h,IGF 0.5h,IGF 1h,IGF 3h,IGF 6h,IGF 24h,Apoptosis 0.5h,Apoptosis 1h,Apoptosis 3h,Apoptosis 6h,Senescent 1h,Senescent 6h,Senescent 24h,Senescent 96h
p53 (Ab-376),1357.5,1204,1918.5,1551,1410.5,1082,1598.5,811,1188.5,936,2189.5,2368.5,1354,1750.5,1569.5,978,643,967.5,3207.5,1319,1442,737.5
p53 (Ab-378),968.5,971.5,1489,879,1100,716.5,1081.5,542.5,928.5,781,3343.5,2424.5,1191,1838,1413.5,843,428.5,570,1950.5,1101.5,1344.5,495
Rb (Ab-608),1155,1104,1789,1321.5,1502.5,948.5,1373,791,799,816,4294.5,2309.5,1089,1872,1648.5,1034.5,689,791.5,1575.5,1347.5,1295.5,768.5
SRF (Ab-77),1522,1700.5,2126,2130,2351.5,1250,1555.5,1068.5,1087.5,1121,1437.5,2818,1659.5,4916.5,1845.5,1283,1010.5,1269.5,1812,1582.5,1652.5,913.5
Abl1 (Ab-754/735),992.5,1274.5,2143.5,1725.5,1513.5,990,1699,914.5,868,1034.5,1261.5,2986,1671.5,6626,2082,1281,728.5,1005,2014,1671,1717.5,798.5
AKT1/2/3 (Ab-315),1269,1368.5,2211,1943,1648.5,1085,1746.5,941.5,890,1081,1190,2562,1768.5,4929,1925,1036.5,738,1013,1583.5,1840.5,1875,792
B-RAF (Ab-446),1469.5,2717.5,3302.5,4052,3118.5,1235.5,1543,835,826,1159.5,1287.5,3756,2015.5,3958,1901,1265,747.5,1164.5,1505,1374,1474.5,765.5
CaMK2-beta/gamma/delta (Ab-287),4941,5915.5,5999,5472,6355.5,3544.5,3569.5,2455.5,2293,2933,2718,5540.5,3460.5,6054,4126.5,3541,1600.5,2974.5,4501,2935,3572,2378
LKB1 (Ab-334),2911.5,4570,3994.5,4874,5460,2825.5,3346.5,2796.5,2737,2190.5,2633.5,5796.5,2428.5,4649.5,2278,1904.5,1780,3539,3251.5,2526.5,4075.5,3783
MKK3/MAP2K3 (Ab-222),1187.5,936,1409,1049,1575,792.5,1171.5,686,671.5,807.5,900,1916.5,1042,1527.5,1298.5,914.5,505,593,1436.5,1047,1537.5,568
M-CSF Receptor (Ab-809),842.5,830,1535.5,1092.5,1279.5,853.5,1257.5,710,741.5,775,966.5,1858,977,1298.5,1455,960.5,560,661.5,1154.5,1126,1130.5,612.5
NMDAR2B (Ab-1472),6813.5,8207.5,9487,8203.5,7012,6200,7462.5,6119,6361.5,4355.5,5771.5,9171.5,5754.5,9824.5,5999.5,8050,4051.5,5867,8056,7798.5,7966.5,5377
PECAM-1 (Ab-713),17834,22921,22665.5,21417.5,15500.5,15114,17210.5,10113,11249.5,7366,11305.5,20884.5,13447,23743,17469.5,19062.5,8907.5,15600,19544.5,16551,19213.5,12450.5
ALK (Ab-1507),1154,1190,1923.5,1269.5,1448.5,889.5,1509.5,637.5,631.5,893,1133.5,2673.5,1460,1687,1492,1004.5,539,1399,1639,1231.5,1390.5,606.5
ALK (Ab-1604),1592.5,1812.5,4264,1665,2892.5,1637.5,2239.5,1570.5,1035.5,1517,1924.5,3477,2587.5,3370.5,2348,2639.5,1133.5,1481,1882.5,1664,3848.5,1561.5
BLNK (Ab-96),7410.5,7503,6310.5,11298,6337.5,4605,6965.5,2559.5,1195.5,4850,4033,8467.5,2665,1646.5,4530.5,6068.5,4706,1020,5145.5,5176,6807,4835.5
ETK (Ab-40),894,903.5,1690,1092,1931.5,863,1369,598.5,635.5,769.5,929.5,2089.5,1310,1637.5,1618,891,491.5,698.5,1499.5,1231,1293,558
Pim-1 (Ab-309),1596.5,1653,2588,1915.5,1976,1397,1640.5,1069,1099,1278.5,1467,3369,2364,2486,2316.5,1166.5,957.5,1109,1971,1542.5,1826.5,904.5
PLD1 (Ab-561),1968,2058.5,3096,2400,2553,1700,1998.5,1600.5,1464.5,3295,1838,3177.5,1931.5,2537,2330.5,1687.5,1145.5,1508,2014.5,2086.5,2363,1346
BCR (Ab-360),1034.5,1069.5,1583.5,1043.5,1380.5,929.5,1346,664,691,800,1032,2509,1257,1783.5,1398.5,905,545.5,637.5,1414,968.5,1158,588
ETK (Ab-566),920,1048.5,1449.5,1071.5,1388,768,1169.5,626,618.5,748,2556,2133.5,1171,1608,1431.5,939,559,662.5,1467.5,1181,1348.5,586.5
CD5 (Ab-453),3864.5,4589.5,3928,3379.5,3486,2191.5,2618,1148,1399.5,1655.5,3358,4655,1727,3342.5,2684,2416.5,858,1761.5,3541,2676.5,2742.5,1321.5
M-CSF Receptor (Ab-561),887.5,1064,1539,1105,1188.5,741.5,1205,592.5,614.5,791,926.5,2298.5,1123.5,1665.5,1413.5,895,456.5,614,1414,1034.5,1160.5,528.5
DAPP1 (Ab-139),1751.5,1928,2569,2129.5,2250.5,1347,1671,1264.5,1232.5,1178.5,1416.5,2786.5,1714.5,2910,1853,1404,926.5,1168.5,1852.5,1666,1869.5,1082
DDX5/DEAD-box protein 5 (Ab-593),3637,6124.5,5741,4754,4552,2344,2081.5,1158.5,1563,1376,1520.5,4581.5,2117,3877.5,1744,1408.5,788,1537,1838,1705.5,1707.5,922
Raf1 (Phospho-Ser289),1008.5,996,1514.5,1120.5,1232.5,781,1216,660.5,667,812.5,1016,2157,1166,2318,1326,918.5,542.5,641,1360.5,1027.5,1228.5,581
VEGFR2 (Ab-1054),1675,1803.5,2549,2006.5,2043,1340.5,1732.5,980,1106,1261.5,1493,2928,1865,2765.5,1918.5,1430.5,1203,1126,1877.5,1874.5,1853.5,899.5
Vinculin (Ab-821),992.5,1209,1605.5,1287.5,1555,1010.5,1175,625,607.5,816.5,919,2066,1232,2138,1327.5,948.5,508,637,1255.5,1023,1076,533.5
HRS (Ab-334),1250,1411,2148,1661,1752.5,1138.5,1347,1005,1008,1085.5,1109,1831,1677.5,2172,1977,1409,899.5,1142,1572.5,1653,1460,883
LCK (Phospho-Tyr393),668.5,647,1162,896,1062,687,865,654.5,694.5,670,717.5,1340.5,772,1063,1831.5,972.5,522.5,591.5,1031.5,981,855,548.5
MKK3/MAP2K3 (Phospho-Ser189),868.5,943,1399,1224,1263.5,731,1121.5,716.5,755,750.5,1032.5,2203.5,1348.5,1286,1638,1016,660,791,1174,1224.5,1147.5,612.5
Chk2 (Phospho-Ser516),938.5,1159.5,1670,1184,1456.5,996,1263.5,725,763.5,864,1103.5,2894.5,1253.5,1430.5,1768,1092,1362.5,935.5,1265,1139,1494,715.5
TYK2 (Phospho-Tyr1054),1026,993.5,1553.5,1079.5,1347.5,781.5,1289,891.5,800,831,1013,1874.5,2244,1367,1694.5,1104.5,897,826,1229.5,1189,1470,784
JAK1 (Phospho-Tyr1022),1321,1205,1922.5,1400,1487,1197.5,1394,928.5,906,987.5,1218,2285,4241.5,1583.5,1950,1277.5,896,1004,1471,1487.5,1504,758.5
JAK2 (Phospho-Tyr221),1045,956,1783,1264.5,1388.5,922.5,1403,869,947.5,993.5,1162,2119.5,1527,1651.5,1715,1267.5,827.5,916.5,1359,1259.5,1341.5,774.5
JAK2 (Phospho-Tyr1007),880.5,952.5,1429,1117.5,1162.5,776.5,1138.5,765.5,700,811,969.5,1776,1287,1230.5,1585.5,997,615.5,729,1270.5,1105.5,1219.5,604.5
IkB-alpha (Phospho-Ser32/36),12496,12887.5,10549.5,10281.5,11799,9818.5,9963.5,8588,6352.5,9754.5,10457.5,10540,10182.5,10863.5,9784,11034.5,9774.5,12905,10905.5,10273,11389.5,8813
Src (Phospho-Tyr529),965,878.5,1567.5,1277.5,1343,829.5,1212.5,822,830.5,926,1085,2026.5,1535,1522,2051,1030,675.5,867,1301.5,1280,1406,713.5
eNOS (Phospho-Ser1177),1096.5,1173.5,1578,1324,1244,961,1187,906,791.5,885,1194,2035.5,2039.5,1484.5,2090,1843.5,724.5,801.5,1317,1230.5,1432,707
FKHRL1/FOXO3A (Phospho-Ser253),1181,1351,1759,1634.5,1371.5,970.5,1343.5,1014.5,839.5,1144.5,1126,2304.5,2843.5,1919.5,1876,1097,785.5,778,1375.5,1205,1661,802
VASP (Phospho-Ser238),1074,998.5,1627,1306,1185,872.5,1179,839,714,879,932,1724,1343.5,1619.5,1955.5,1211,724,926,1427.5,1294,1383.5,756
Zap-70 (Phospho-Tyr319),1940.5,1412.5,2213.5,1543,2094.5,1638.5,1458.5,979.5,1351.5,1517,1687,2602,1490,1842.5,1901,1523,944,1329.5,1549,1162.5,1678.5,1612.5
Zap-70 (Phospho-Tyr493),1349,1415.5,1981.5,1531.5,1583.5,1185,1384.5,1072,1161,1196,1367,2451.5,1653,1982,2103.5,1464.5,1090.5,1176.5,1589,1580.5,1791,903.5
MEK1 (Phospho-Ser221),1315,1249,1693,1500.5,2130.5,1240,1574,1203,1101,1725.5,1243.5,2104,1460,1828.5,1784,1345,1111,1079.5,1516,1557,1671,976.5
IkB-alpha (Phospho-Tyr42),1280.5,1525,1961.5,1501,1514,1166,1446,1051,957.5,1162,1335.5,2237,1604,2076.5,2043.5,1374.5,924,1022,1547.5,1625,1561.5,880
STAT1 (Phospho-Ser727),1596,1675,1981,1411,1727,1170.5,1654.5,1074,1012,1163.5,1401,2582.5,1839,2422.5,2098,1583.5,1287.5,1236,1809,1586,1973.5,1048
AMPK1/AMPK2 (Phospho-Ser485/491),1653.5,1739,2075,1675.5,1972,1497.5,1614.5,1197.5,1090.5,1211,1513.5,2637.5,1771.5,2303.5,1997.5,1580.5,1178,1403.5,1913,1642,1840.5,1013
MKK4/SEK1 (Phospho-Thr261),1610,1684.5,1885.5,1789,1803,1196,1453,1175,1110.5,1158.5,1381.5,2437.5,1707,2056.5,2110,1587.5,1278.5,1461,1811,1739.5,1961,1082.5
eEF2K (Phospho-Ser366),1261.5,1340,1995.5,1547,2033,1531,1410,786,971,1184.5,1317.5,2523,1557.5,1670.5,2027.5,1327,901,1071,1211,1280.5,1474.5,862.5
Filamin A (Phospho-Ser2152),1319.5,1411.5,1858.5,1569,1732,1421.5,1467,891,869.5,1011,1457,2666,1759.5,1614.5,1843,1160,928.5,1147,1507.5,1622,1634.5,887
c-Jun (Ab-63),567,634.5,1087,776,844.5,608.5,938,571.5,576.5,554,633,2515.5,860.5,1083,1248,709.5,370.5,464,906.5,823.5,934.5,463.5
GSK3 beta (Ab-9),535.5,560,939,665.5,834,569.5,797.5,501,490.5,569,597,1219,1499,902.5,1167,693,373.5,441.5,779,710.5,742.5,393
FLT3 (Phospho-Tyr599),1020,1029,1541.5,1141,1403,910.5,1214.5,713,720.5,810.5,1077.5,2100.5,1452,1394.5,1571,960,661.5,756,1248,1140,1239,633.5
Elk1 (Ab-383),709.5,749,1175,778.5,1171,695.5,1049.5,595,570.5,705.5,815.5,1714.5,964,1185.5,1300,1295,457,521.5,1149.5,934,908.5,479
PDK1 (Ab-241),6300,6404,7315.5,6045.5,6948,5901.5,5578,3753,4097.5,4390,4546.5,7554,4005,6742.5,5515.5,5647.5,3332.5,4336,6625.5,5302,5614.5,3917.5
Raf1 (Ab-259),1062.5,854,1172.5,1343.5,1433.5,737,1157,831.5,760,839.5,1182,1784.5,1014.5,1124,1549.5,831,665.5,637.5,1044,1403,927,614.5
GSK3 alpha (Ab-21),688.5,689,1266.5,873,1869,622.5,935,636.5,607.5,783.5,699.5,1467.5,1014.5,1137.5,1480.5,897,393.5,546.5,1100.5,864.5,1063,497.5
MEK2 (Ab-394),1184.5,1017.5,1515.5,2134,2147,941,1371.5,707,736,864,1168,1572.5,3278.5,1544,1928,1162.5,712,979,1404,1427,1432.5,640
PTEN (Ab-380),1487.5,1278.5,1793.5,1580.5,1548.5,1101.5,1317,864.5,1341,1011,1147,1908.5,2117.5,1782.5,1788.5,1223.5,780.5,1064,1746.5,1258.5,1462,719.5
NFkB-p65 (Ab-254),1026,1016.5,1463.5,979,1427,850.5,1223,563,661.5,895,975.5,2062.5,1042,1520.5,1425,865,522.5,616.5,1352.5,935,1105.5,531
NFkB-p65 (Ab-276),918,979,1414,1008.5,1278.5,880.5,1118.5,705,767,976.5,934,2006.5,955,1447,1451,952.5,609.5,631.5,1409,1006.5,1076,688
NFkB-p65 (Ab-435),591,573,1094.5,702,910.5,611.5,961,519,502,644.5,695.5,1505,756,1214.5,1258,734,361,416.5,1086.5,824,780.5,444.5
NFkB-p65 (Ab-468),719.5,685,1242.5,860,1109.5,626.5,990,565,601.5,630.5,697,1504.5,889.5,1346,1288.5,809.5,421.5,524,1091,864,875.5,477.5
NFkB-p65 (Ab-536),1107,1219.5,1517,1180.5,1653.5,931.5,1220,786,762,955.5,1081,1971,1146.5,1766,1435.5,1051.5,795,767,1289,1075.5,1145,650
NFkB-p100/p52 (Ab-865),5643.5,6107.5,6415,5806,6269.5,5138.5,4975,4290.5,4336,4565,4685.5,6363,4009,6287.5,4783,5131,3787.5,3880,5214.5,4216.5,4985,3771.5
NFkB-p100/p52 (Ab-869),1077,1143,1520,1614,1416.5,1383.5,1185.5,962.5,941,998.5,1076,1836,1206,1547,1665.5,1119,951.5,913.5,1404.5,1166.5,1191.5,794
NFkB-p105/p50 (Ab-337),1385,1279.5,1684,1521.5,1781.5,976,1126,772.5,841.5,1037,1086.5,1671,1035,1481.5,1518,1164,774,840.5,1336.5,1080,1167.5,660.5
LCK (Ab-393),2213,1784,2456,1396.5,4602,2719,1899.5,828.5,1152.5,2703,1770.5,3417.5,1358,1957.5,1908,1353.5,1419,1110.5,2273.5,1529.5,1330.5,930
Src (Ab-529),1154.5,1110,1595,1356,1719.5,1353,1375.5,914.5,850.5,1106,1198.5,2104,1091,1540,1371.5,1128,796,1043.5,1405,1212.5,1249,759.5
eNOS (Ab-1177),1333.5,1321.5,1879,1343,1727,1166,1581.5,989,1015,1116,1388,3174.5,1573,1705,1804.5,1231,918.5,1245,1594,1291.5,1576.5,807
FKHRL1/FOXO3A (Ab-253),2427,2829.5,3178.5,2234,3359,2392.5,2673,1727.5,1706.5,2275,2576,4520.5,2278,3292.5,2526,2078.5,1633.5,2092.5,2981,2145.5,2475.5,1463
VASP (Ab-238),983.5,898.5,1547.5,1073,1227.5,818.5,1357.5,738.5,671.5,876,1028.5,2236.5,1257,1359.5,1540.5,916.5,574.5,656,1369,1032,1232,556.5
Zap-70 (Ab-319),2055,1922.5,2419.5,1904,2344.5,1883,2011.5,1777.5,1672.5,1837.5,1876,3257.5,2002,2641.5,2358.5,1937.5,1483,1624.5,2316.5,1862,2152.5,1281.5
Zap-70 (Ab-493),907,1002.5,1354.5,1024,1320.5,801,1134,697.5,717,834.5,1034.5,2182.5,1311,1457.5,1706.5,1046.5,720,789,1294,1208,1143.5,600
MEK1 (Ab-221),1243,1191,1827,1313.5,1636.5,980.5,1533,802.5,916,930.5,1205,2536,1540,1876,1763,1132,923.5,959.5,1568.5,1343.5,1400.5,782
IkB-alpha (Ab-42),894,975,1612,1089.5,1496,891.5,1304.5,723.5,795.5,924.5,935,2070,1096,1427.5,1559,1105,656,620.5,1335,1058.5,1282,666
STAT1 (Ab-727),1261.5,1309.5,1696.5,1381.5,1544,1020,1417.5,877.5,934.5,1044,1184.5,2421.5,1370,1873.5,1780.5,1208,809,895,1600.5,1315,2557.5,763.5
SMC1 (Ab-957),816.5,862,1324,958,1281,741,964.5,618.5,650.5,760.5,910,1884,1104.5,1473,1451.5,917.5,591,638.5,1199.5,1007.5,1205.5,557.5
BCR (Ab-177),830.5,923.5,1575,970,1158,759.5,1199,740,684.5,2351.5,951.5,1970,1002.5,1569,1489.5,918,551,659.5,1203.5,1056.5,1102,595
MSK1 (Ab-376),716,919.5,1277,957.5,1082.5,643,1005.5,603.5,629,895.5,846.5,1835.5,1067,1401.5,1331.5,876,501,562.5,1220.5,943.5,1042,522
Paxillin (Ab-31),1801.5,1212,2262.5,1499.5,1559,2462.5,2104.5,1376.5,1066,1668.5,1563,2198.5,1405,1956.5,1808.5,1203,820,817.5,2280,1789,1927.5,1041
Ezrin (Ab-566),5147.5,6302.5,6432,5225.5,6356,4613.5,4083,3788,3726,3360.5,3842,6220,3960,6020,5672.5,4692,3586.5,4542.5,5806,4676.5,5722,3409
Rac1/cdc42 (Ab-71),1090,1301,1585,1170,1574,1110.5,1319,764.5,710.5,1011,1163,2512.5,1352,2040.5,1653,1039,712,781.5,1443,1145,1262.5,980
Raf1 (Ab-338),1390,1485.5,2082.5,1589,1699,1165,1637.5,1024,871.5,1121.5,1473.5,2753.5,1906.5,2343,2211,1484,1013,1173,1820.5,1658.5,1767,887.5
MEK1 (Ab-217),999.5,1201,1605.5,1341.5,1510,1102.5,1267.5,911,807.5,1045.5,1196,2239.5,1568.5,1979,1910,1194,773,913.5,1547.5,1371,1420,715.5
VASP (Ab-157),3688,3286,5365.5,4221,5637.5,3631.5,3478,1654.5,2180.5,3369,2598,4509.5,2070.5,3265.5,2853,2763,1439,2120.5,3662,2416,2447,1646
Cyclin B1 (Phospho-Ser126),1195,1381.5,1928,1572,1636.5,1750.5,1307,995.5,930,904.5,1339.5,2208.5,2074.5,1300.5,1956,1444,954,1126.5,1587,1820,1838,834.5
EEF2 (Phospho-Thr56),1055,1082.5,1948.5,1608,2407.5,1225,1523,1023.5,844,1909.5,1449.5,2914,1489,1609,2205,1079.5,898,1031.5,1421,1349,1725.5,797.5
HSL (Phospho-Ser554),922,936.5,1368.5,966,1417,1310.5,1259.5,769.5,837.5,890,1044.5,2082,1264.5,1489.5,1443,940.5,634.5,715,1205.5,1051.5,1121,582.5
Pyk2 (Phospho-Tyr881),1177.5,961.5,1623,1159.5,1378.5,849.5,1535.5,760.5,918,1537,1546,2021.5,1601,1683.5,1820.5,1120,703.5,758.5,1423.5,1195,1631.5,737
SRF (Phospho-Ser99),1238,1147,1724,1247,1547,976.5,1209.5,729,788.5,1005,1161.5,2602.5,1323.5,1567.5,1509.5,1063,733,810.5,1421.5,1234,1348.5,652
STAT2 (Phospho-Tyr690),1330.5,1309.5,1965,1457,1691.5,1118,1502,846.5,839,1122.5,1229,2568.5,1637.5,1809.5,1771.5,1186,816.5,936,1532,1497.5,1461.5,707
SYK (Phospho-Tyr525),1011,1039,1452.5,1161,1639,972,1251.5,774,774.5,923,1034.5,2040,1427,1259.5,1602,968.5,634.5,777,1221.5,1080,1291,592.5
4E-BP1 (Phospho-Ser65),1659.5,1214,2139,2708.5,1651.5,1203,1576.5,840,901,995,1480,2854.5,2044,2057,2264.5,1475.5,1029.5,1233,1818.5,1850,2013.5,739
4E-BP1 (Phospho-Thr70),1209.5,926,1728.5,2713.5,1332.5,859,1497,690.5,838.5,953.5,1200,2279.5,1716.5,1845.5,1973.5,946,734.5,1002.5,1484.5,1366.5,1832,748.5
Abl1 (Phospho-Tyr412),1330.5,1311,2314.5,1624.5,1898.5,1064.5,1675,970.5,1054.5,1129.5,1567.5,3152,2096,2192,2219,1621,981.5,1255,1712.5,1598.5,2041,926
Abl1 (Phospho-Tyr204),985,1048,1746.5,901,1321.5,804.5,1381,718,761,822.5,1173.5,2103,1372,1250,1682,1181,703,896.5,1346,1016,1461,623.5
ACC1 (Phospho-Ser79),929,1539,1469.5,1060.5,1194,896.5,1386,796.5,730.5,843,1345,2152,1602.5,2006.5,1909.5,1043,887,800,1603,1121.5,1358.5,705
AKT1 (Phospho-Thr450),1220.5,1519,1602.5,1247,1358,1021,1212,888,908.5,996,1103.5,2095,1305,1557.5,1844,964,706,923.5,1280,1203,1205.5,676
AKT1 (Phospho-Ser124),2288,1446.5,2151.5,1605.5,1556,1072,1578.5,807.5,815.5,1044.5,1283.5,2952,1928,2375,2415,1379,763,1033.5,1777,1649,1724.5,729.5
AMPK beta1 (Phospho-Ser182),2115.5,1177,1980,1016,1972,1121,1527.5,913,948,1080.5,1132.5,2642,1861,2076.5,1434.5,1023,819.5,704.5,1530.5,1104.5,1410.5,704.5
Chk2 (Phospho-Thr387),1015,884.5,1623.5,1079,1420.5,758,1413.5,654,730.5,826,919.5,2504,1190,1434,1419.5,854,726,660,1201,1248.5,1332.5,642.5
Cyclin D1 (Phospho-Thr286),1626,1663.5,2516.5,1882,3549,3810,2005.5,1834.5,1549.5,1377,1585.5,2494.5,1728,5679.5,1884.5,6096.5,1330,3117.5,1815.5,1780.5,1932,1260
Cyclin D3 (Phospho-Thr283),978,1450,2527.5,1421,1629,1188.5,1418,776.5,823.5,925,1276.5,2697,1839,2312,1739,1484,939,1004.5,1688,1658,1708.5,791
DAXX (Phospho-Ser668),1086,1373,2102.5,1690.5,2468,1433.5,1699,1341.5,2093.5,1226,1448.5,2731,1243,1527,1840.5,1308.5,1317.5,2857.5,1362,2576.5,1902.5,983
CD4 (Phospho-Ser433),900.5,823.5,1542.5,972,1604.5,850,1109.5,663,814.5,1064,1237.5,1890.5,1368,1195.5,1848,1057.5,811.5,796.5,1371,1203.5,1125.5,602
CD45 (Phospho-Ser1007),1105,1228.5,1614,1379,1607.5,1229.5,1304,859,806,902,1139,2360.5,1631.5,1171.5,1528,874,613.5,726.5,1313.5,1046.5,1148.5,706
CDC25A (Phospho-Ser124),1144,1231.5,1842.5,1302,1610,968,1799.5,839.5,874.5,926,1115,2662.5,1752,1906.5,1907,1167,724,846.5,1570,1371,1625,693
CDC25B (Phospho-Ser353),1545,1378.5,1960.5,1602.5,1621,1184,1837.5,1163,1207,1145,1461,2815.5,1751.5,1903,2148,1307.5,1066.5,1178.5,1729,1637,1656.5,1009.5
CDK7 (Phospho-Thr170),1411.5,1236.5,1846,1370,1502.5,1185.5,1504.5,1005,942.5,1507.5,1241.5,3212.5,1923.5,2006,1798,1222,904,983,1600.5,1531.5,1816.5,807.5
Chk1 (Phospho-Ser286),878,1092.5,1677.5,1181.5,1455,904,1376.5,696.5,753,2832.5,889,2124.5,1291,1202.5,1922,1139,952.5,866,1289,1574.5,1555.5,623.5
Chk1 (Phospho-Ser301),1088,1390,1770,1863,1836,1165,1517.5,1117.5,1107.5,1080,1435,3235,1847,2110.5,1616,1464.5,1040,1104,1430,1404,1672,725
Met (Phospho-Tyr1003),1326.5,1598,2257.5,2093.5,1487,1226,1762.5,1086,825,1118.5,1222,3279,2231,2152.5,2335,1612.5,1002,1228,1777,1976.5,2175.5,790
Coagulation Factor III (Phospho-Ser290),1408,1407.5,2013,1842,1768.5,1166.5,1518,922,963,1221.5,1246,2423.5,1490,1594,1838,1211,918.5,1037.5,1503.5,1435,1864,843.5
CXCR4 (Phospho-Ser339),966,1042.5,1744.5,3251,1451,870.5,1306,707.5,729.5,852,2121,2285,1627.5,1775,1894.5,1261.5,738,816.5,1339.5,1186,1576.5,643
Keratin 18 (Phospho-Ser52),1080,1443,2027,1298.5,1433.5,983.5,1629,861,964,1100.5,1254,2636.5,1649.5,1626,1712,1646,898,847,1403.5,1386,1527,819.5
Keratin 8 (Phospho-Ser431),4700.5,2905.5,6308,2949.5,3361.5,3143.5,3272.5,1593.5,2834,2486,1755.5,5353,2614.5,2404,2698.5,3682,1107,3679,2828,1186.5,5479.5,2291
Catenin delta-1 (Phospho-Tyr228),1200,1186.5,1722.5,1336,1662.5,995.5,1292,788,824.5,960.5,1141.5,2532,1415,1965.5,1837.5,1175.5,772.5,757.5,1563,1297.5,1392.5,772
Raf1 (Phospho-Ser43),782.5,1016.5,1234,977,1318.5,746,1087.5,598,653,854.5,982,1893,1117,1586.5,1621,846,494.5,585.5,1188,1116,1210.5,543
DNA-PK (Phospho-Thr2647),896.5,992,1356.5,982,1336,724,1113.5,505.5,627,790,870.5,2176.5,1207,1582.5,1482.5,839.5,524,580,1203.5,1024,1167.5,449.5
DNA-PK (Phospho-Thr2638),985.5,1105.5,1548.5,1147,1426,825,1240,694,723.5,855,999.5,2397,1373,1926.5,1611.5,997,623,725.5,1376.5,1222,1252,537
EGFR (Phospho-Tyr1069),1660,1662,2340,1564.5,2084.5,1343,1656.5,1121.5,1003,1341.5,1428,2705.5,1523,1991.5,1771.5,1156,1035,1152.5,1616,1434,1686.5,905.5
ERK3 (Phospho-Ser189),1390,1658,2400.5,1326,1639.5,1700.5,1371.5,952,1024.5,1079,1295.5,2788,1806.5,2440.5,2324.5,1333.5,1039.5,1102.5,1602.5,1587,1927.5,911
ERK8 (Phospho-Thr175/Tyr177),1088.5,1214,1648.5,1281,1388.5,724,1220,688,763,945.5,1086,2412.5,1557,1657,1739,1269,697.5,942.5,1179.5,1513.5,1405.5,731
Lamin A (Phospho-Ser22),2523,2447.5,2914,2556,3017.5,2380,2753,2385.5,2750,2541.5,2946.5,3584.5,2950.5,3196.5,3038.5,2679,2353.5,2189,2774.5,2481,2747.5,2040
AurB (Phospho-Thr232),1248.5,1199,1906,1425,1686.5,998,1745,796,818.5,923,1267,2406.5,1543.5,1749.5,1908,1212,835.5,853,1577,1429.5,1354.5,731.5
AurB (Phospho-Tyr12),1114.5,1113,1594,1203.5,1500.5,941,1624,765,798,890.5,1161,2448,1490,1683.5,1756.5,1163,800.5,831,1457.5,1340,1352,664
AurA (Phospho-Thr288),1399,2037.5,2277.5,2346,1905,1558,2045.5,1878,1528.5,1423,1587.5,4248.5,2454.5,2943.5,1827.5,2080.5,1172,1638.5,2328.5,2509,1970,1519.5
Integrin beta-1 (Phospho-Thr788),1033.5,1318.5,1585,1477.5,1644.5,867.5,1488.5,853.5,828.5,1853,1264,2835,1456,1874,1943,1216.5,901.5,1017,1464,1423,1816,685
PDGFR beta (Phospho-Tyr740),3940.5,4207,3758.5,3658.5,3250.5,2615,3342,4072.5,3656.5,3270,3606.5,5060,3901.5,3961,4019,3901,2712.5,3502,3495,3461,4318.5,2988
PDGFR beta (Phospho-Tyr1021),2804.5,3386,3619.5,3403.5,3440.5,2894,3148.5,3381,3077,2927,3574.5,4495.5,3556.5,3965.5,3534,3292,3140,2913,4218,3261.5,3589.5,2634
PDGFR alpha (Phospho-Tyr849),1222.5,1233,1820.5,1392.5,1470.5,976,1558,780,772.5,977.5,1278,2554,1725.5,1645,1887.5,1188.5,752,994,1497.5,1527.5,1490.5,719
FADD (Phospho-Ser194),2237,2771,3009.5,2159,2952.5,1957.5,1943.5,1200.5,1210.5,1588,1705,3690.5,1983.5,2731.5,2525.5,2088.5,1281.5,1579,2406,1901,2603,1211.5
Survivin (Phospho-Thr117),1042,1328.5,1751,2242,1462.5,800.5,1475,835.5,770,869,1108.5,2747.5,1771,1537.5,2131.5,2166,768,808,1656,1418,1818,708
TOP2A/DNA topoisomerase II (Phospho-Ser1106),880,923,1587,1136.5,1215.5,682,1456.5,533,538.5,712.5,925.5,2402,1531.5,1784.5,1932.5,2686.5,514,660,1356,1158,1348.5,530.5
BTK (Phospho-Tyr550),1296.5,1785,1948,1756.5,1640,1301,1772,1235,1139.5,1420,1414.5,2633.5,2127,2220.5,2446.5,1536.5,1132.5,1179.5,1708.5,2005,1936.5,895.5
IL3RB (Phospho-Tyr593),1405,1307,2107.5,1327.5,1721,1253,1579,1159.5,1143,1519,1612,2030.5,1455,2475,1956.5,1299.5,898.5,1164.5,1921.5,1736.5,1600.5,883
IR (Phospho-Tyr1355),1154.5,1325.5,1814.5,1415,1466,1018.5,1354,910.5,803,1934,1259.5,2676.5,1745,2039.5,1983.5,1216.5,839.5,1017,1577.5,1413,2713.5,720
IR (Phospho-Tyr1361),2748,2704,2560,2755.5,2461.5,2264.5,2655.5,2408,2262.5,2338.5,2889,3493,2590.5,4034,3437.5,3009,1943.5,2556,2814,3017.5,8693.5,1938
KIT (Phospho-Tyr936),2375.5,2892,3054.5,2927.5,3010.5,1890,2226,2031,1935,1668.5,2340,3529,2563.5,3326,2966,2566,1898.5,1903,2568,2404,3049,1677
